Lesson_No.,Problem.Hierarchy,Topics,Hints,Opportunity.SubSkills.,Opportunity.KTracedSkills.,Opportunity.Rules.,count_subskill,count_tracedskill,count_rules,Correct.First.Attempt,Step.Duration..sec.,Attempts
10,Unit CTA1_13, Section CTA1_13-1,0,130,11,46,4,1,1,1,0,1
10,Unit CTA1_13, Section CTA1_13-1,0,0,0,39,0,0,1,1,0,1
10,Unit CTA1_13, Section CTA1_13-1,1,0,0,39,0,0,1,0,0,2
10,Unit CTA1_13, Section CTA1_13-1,0,0,0,77,0,0,1,1,0,1
10,Unit CTA1_13, Section CTA1_13-1,0,0,0,78,0,0,1,1,0,1
10,Unit CTA1_13, Section CTA1_13-1,2,39,0,3,1,0,1,0,0,2
10,Unit CTA1_13, Section CTA1_13-1,4,141,17,1,6,1,1,0,0,5
10,Unit CTA1_13, Section CTA1_13-1,0,299,190,39,2,1,1,1,0,1
10,Unit CTA1_13, Section CTA1_13-1,1,221,0,30,4,0,1,0,0,2
10,Unit CTA1_13, Section CTA1_13-1,2,301,191,40,2,1,1,0,0,6
10,Unit CTA1_13, Section CTA1_13-1,0,225,0,31,4,0,1,1,0,1
10,Unit CTA1_13, Section CTA1_13-1,2,303,192,41,2,1,1,0,0,3
10,Unit CTA1_13, Section CTA1_13-1,0,229,0,32,4,0,1,1,0,2
10,Unit CTA1_13, Section CTA1_13-1,2,305,193,42,2,1,1,0,0,4
10,Unit CTA1_13, Section CTA1_13-1,0,233,0,33,4,0,1,1,0,1
10,Unit CTA1_13, Section CTA1_13-1,1,0,0,40,0,0,1,0,0,2
10,Unit CTA1_13, Section CTA1_13-1,1,0,0,40,0,0,1,0,0,2
10,Unit CTA1_13, Section CTA1_13-1,0,0,0,79,0,0,1,1,0,1
10,Unit CTA1_13, Section CTA1_13-1,0,0,0,80,0,0,1,1,0,1
10,Unit CTA1_13, Section CTA1_13-1,1,40,0,37,1,0,1,0,0,2
10,Unit CTA1_13, Section CTA1_13-1,4,155,18,2,6,1,1,0,0,2
10,Unit CTA1_13, Section CTA1_13-1,2,307,194,43,2,1,1,0,0,2
11,Unit distance-midpoint, Section distmidpt-1,0,1,0,1,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,2,0,2,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,3,0,3,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,4,0,4,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,5,0,5,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,6,0,6,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,7,0,7,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,8,0,8,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,9,0,9,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,10,0,10,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,11,0,11,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,12,0,12,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,13,0,13,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,14,0,14,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,2,1,1,1,1,1,1,0,0,2
11,Unit distance-midpoint, Section distmidpt-1,0,2,2,2,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,1,1,1,1,1,1,1,0,0,3
11,Unit distance-midpoint, Section distmidpt-1,0,1,1,2,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,2,1,1,1,1,1,1,0,0,5
11,Unit distance-midpoint, Section distmidpt-1,0,15,0,15,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,16,0,16,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,17,0,17,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,18,0,18,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,19,0,19,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,20,0,20,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,21,0,21,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,22,0,22,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,23,0,23,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,24,0,24,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,25,0,25,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,26,0,26,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,27,0,27,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,28,0,28,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,29,0,29,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,30,0,30,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,31,0,31,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,32,0,32,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,33,0,33,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,34,0,34,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,35,0,35,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,36,0,36,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,37,0,37,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,38,0,38,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,39,0,39,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,40,0,40,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,41,0,41,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,42,0,42,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,1,1,1,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,43,0,43,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,44,0,44,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,45,0,45,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,46,0,46,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,47,0,47,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,48,0,48,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,49,0,49,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,50,0,50,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,51,0,51,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,52,0,52,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,53,0,53,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,54,0,54,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,55,0,55,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,56,0,56,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,3,3,1,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,4,4,2,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,2,2,2,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,2,2,3,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,2,2,4,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,2,1,1,2,1,1,1,0,0,2
11,Unit distance-midpoint, Section distmidpt-1,0,57,0,57,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,58,0,58,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,59,0,59,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,60,0,60,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,61,0,61,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,62,0,62,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,63,0,63,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,64,0,64,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,65,0,65,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,66,0,66,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,67,0,67,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,68,0,68,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,69,0,69,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,70,0,70,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,5,5,3,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,6,6,4,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,3,3,3,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,3,3,5,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,3,3,6,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,2,2,3,1,1,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,71,0,71,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,72,0,72,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,73,0,73,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,74,0,74,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,75,0,75,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,76,0,76,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,77,0,77,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,78,0,78,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,79,0,79,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,80,0,80,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,81,0,81,1,0,1,1,0,1
11,Unit distance-midpoint, Section distmidpt-1,0,82,0,82,1,0,1,1,0,1
12,Unit equation-of-line, Section CTA1_14-2,6,491,1,1,7,1,1,0,304.513,10
12,Unit equation-of-line, Section equationLine-1,6,1,1,1,1,1,1,0,109.736,2
12,Unit equation-of-line, Section equationLine-1,2,1,1,1,1,1,1,0,89.784,5
12,Unit equation-of-line, Section CTA1_14-2,2,687,377,37,3,1,1,0,80.135,2
12,Unit equation-of-line, Section equationLine-1,2,1,1,1,1,1,1,1,39.904,1
12,Unit equation-of-line, Section equationLine-1,2,1,1,1,1,1,1,0,39.904,1
12,Unit equation-of-line, Section CTA1_14-2,0,0,0,122,0,0,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,0,0,122,0,0,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,101,101,241,1,1,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,0,0,242,0,0,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,120,0,120,1,0,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,591,0,5,4,0,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,575,85,164,4,1,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,541,378,158,2,1,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,619,382,30,3,2,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,597,0,109,4,0,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,581,86,165,4,1,1,1,16.027,1
12,Unit equation-of-line, Section CTA1_14-2,0,618,380,159,2,1,1,1,16.027,1
12,Unit equation-of-line, Section equationLine-1,0,1,0,1,1,0,1,1,9.976,1
12,Unit equation-of-line, Section equationLine-1,0,2,0,2,1,0,1,1,9.976,1
12,Unit equation-of-line, Section equationLine-1,0,3,0,3,1,0,1,1,9.976,1
12,Unit equation-of-line, Section equationLine-1,0,4,0,4,1,0,1,1,9.976,1
12,Unit equation-of-line, Section equationLine-1,0,5,0,5,1,0,1,1,9.976,1
12,Unit equation-of-line, Section equationLine-1,0,6,0,6,1,0,1,1,9.976,1
12,Unit equation-of-line, Section equationLine-1,0,7,0,7,1,0,1,1,9.976,1
12,Unit equation-of-line, Section equationLine-1,0,8,0,8,1,0,1,1,9.976,1
12,Unit equation-of-line, Section equationLine-1,0,625,0,15,4,0,1,1,9.976,1
12,Unit equation-of-line, Section equationLine-1,0,2,2,2,1,1,1,1,9.976,1
12,Unit equation-of-line, Section equationLine-1,0,3,3,3,1,1,1,0,6.377,4
12,Unit equation-of-line, Section equationLine-1,3,1,1,1,1,1,1,0,5.466,1
12,Unit equation-of-line, Section equationLine-1,2,1,1,1,1,1,1,1,3.644,1
12,Unit equation-of-line, Section equationLine-1,1,1,1,1,1,1,1,0,2.733,1
12,Unit equation-of-line, Section equationLine-1,0,0,0,2,0,0,1,1,2.733,3
12,Unit equation-of-line, Section equationLine-1,0,270,0,2,1,0,1,0,2.733,3
12,Unit equation-of-line, Section equationLine-1,0,0,0,4,0,0,1,0,1.822,2
12,Unit equation-of-line, Section equationLine-1,0,2,2,2,1,1,1,0,1.822,1
12,Unit equation-of-line, Section equationLine-1,0,0,0,6,0,0,1,0,1.822,2
12,Unit equation-of-line, Section equationLine-1,0,1,0,1,1,0,1,1,0.911,1
12,Unit equation-of-line, Section equationLine-1,0,2,0,2,1,0,1,1,0.911,1
12,Unit equation-of-line, Section equationLine-1,0,3,0,3,1,0,1,1,0.911,1
12,Unit equation-of-line, Section equationLine-1,0,4,0,4,1,0,1,1,0.911,1
12,Unit equation-of-line, Section equationLine-1,0,5,0,5,1,0,1,1,0.911,1
12,Unit equation-of-line, Section equationLine-1,0,6,0,6,1,0,1,1,0.911,1
12,Unit equation-of-line, Section equationLine-1,0,7,0,7,1,0,1,1,0.911,1
12,Unit equation-of-line, Section equationLine-1,0,8,0,8,1,0,1,1,0.911,1
12,Unit equation-of-line, Section equationLine-1,0,562,0,24,4,0,1,1,0.911,1
12,Unit equation-of-line, Section equationLine-1,0,4,4,4,1,1,1,1,0.911,1
12,Unit equation-of-line, Section equationLine-1,0,1,0,1,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,2,0,2,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,3,0,3,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,4,0,4,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,5,0,5,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,6,0,6,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,7,0,7,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,8,0,8,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,1,1,1,1,1,1,0,0,1
12,Unit equation-of-line, Section equationLine-1,0,9,0,9,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,10,0,10,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,11,0,11,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,12,0,12,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,13,0,13,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,14,0,14,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,15,0,15,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,16,0,16,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,1,1,1,1,1,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,17,0,17,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,18,0,18,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,19,0,19,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,20,0,20,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,21,0,21,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,22,0,22,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,23,0,23,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,24,0,24,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,2,1,1,1,1,1,1,0,0,2
12,Unit equation-of-line, Section equationLine-1,2,1,1,1,1,1,1,0,0,2
12,Unit equation-of-line, Section equationLine-1,3,1,1,1,1,1,1,0,0,2
12,Unit equation-of-line, Section equationLine-1,1,2,2,2,1,1,1,0,0,0
12,Unit equation-of-line, Section equationLine-1,0,137,0,58,2,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,394,0,5,4,0,1,0,0,2
12,Unit equation-of-line, Section equationLine-1,0,0,0,1,0,0,1,0,0,0
12,Unit equation-of-line, Section equationLine-1,0,3,3,1,1,1,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,25,0,25,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,26,0,26,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,27,0,27,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,28,0,28,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,29,0,29,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,30,0,30,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,31,0,31,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,32,0,32,1,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,2,2,2,1,1,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,89,0,66,2,0,1,1,0,1
12,Unit equation-of-line, Section equationLine-1,0,2,2,0,1,1,0,0,0,1
12,Unit equation-of-line, Section equationLine-1,0,2,2,1,1,1,1,0,0,0
12,Unit equation-of-line, Section equationLine-1,2,3,3,2,1,1,1,0,0,1
12,Unit equation-of-line, Section equationLine-1,2,3,3,2,1,1,1,0,0,2
12,Unit equation-of-line, Section equationLine-1,0,139,0,59,2,0,1,0,0,2
12,Unit equation-of-line, Section equationLine-1,0,398,0,6,4,0,1,1,0,1
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,0,99.75,7
13,Unit ES_01, Section ES_01-1,0,3,1,1,3,1,1,1,55,4
13,Unit ES_01, Section ES_01-4,0,5,5,4,1,1,1,0,40.625,4
13,Unit ES_01, Section ES_01-1,1,2,0,1,2,0,1,1,27.75,1
13,Unit ES_01, Section ES_01-1,0,1,0,1,1,0,1,0,27.5,2
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,18.75,3
13,Unit ES_01, Section ES_01-8,0,128,0,65,2,0,1,0,17.13,6
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,16.5,1
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,16.5,1
13,Unit ES_01, Section ES_01-1,0,3,1,1,3,1,1,1,14.75,1
13,Unit ES_01, Section ES_01-1,0,1,0,1,1,0,1,1,14.75,1
13,Unit ES_01, Section ES_01-1,0,3,0,2,2,0,1,1,14.75,1
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,14.75,1
13,Unit ES_01, Section ES_01-8,0,104,0,3,2,0,1,0,14.275,5
13,Unit ES_01, Section ES_01-8,0,124,0,63,2,0,1,0,14.275,5
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,14.25,1
13,Unit ES_01, Section ES_01-1,0,3,0,2,2,0,1,1,13.75,1
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,13.75,1
13,Unit ES_01, Section ES_01-8,0,116,0,59,2,0,1,0,11.42,4
13,Unit ES_01, Section ES_01-1,0,3,1,1,3,1,1,0,11.001,3
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,9.25,1
13,Unit ES_01, Section ES_01-8,0,26,0,11,1,0,1,0,8.565,2
13,Unit ES_01, Section ES_01-8,0,31,0,21,1,0,1,0,8.565,3
13,Unit ES_01, Section ES_01-8,1,136,0,69,2,0,1,1,8.565,2
13,Unit ES_01, Section ES_01-4,0,13,0,32,1,0,1,1,8.125,1
13,Unit ES_01, Section ES_01-4,0,17,0,12,2,0,1,1,8.125,1
13,Unit ES_01, Section ES_01-4,0,4,3,4,1,1,1,1,8.125,1
13,Unit ES_01, Section ES_01-1,0,2,1,1,2,1,1,1,7.667,1
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,7.667,1
13,Unit ES_01, Section ES_01-1,0,1,0,1,1,0,1,0,7.667,1
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,6.25,1
13,Unit ES_01, Section ES_01-8,0,27,0,19,1,0,1,1,5.71,2
13,Unit ES_01, Section ES_01-8,0,28,0,12,1,0,1,0,5.71,2
13,Unit ES_01, Section ES_01-8,0,29,0,20,1,0,1,0,5.71,2
13,Unit ES_01, Section ES_01-8,0,102,0,2,2,0,1,0,5.71,2
13,Unit ES_01, Section ES_01-8,2,0,0,0,0,0,0,0,5.71,0
13,Unit ES_01, Section ES_01-8,0,0,0,8,0,0,1,0,5.71,2
13,Unit ES_01, Section ES_01-8,0,34,0,14,1,0,1,1,5.71,2
13,Unit ES_01, Section ES_01-8,0,0,0,10,0,0,1,0,5.71,2
13,Unit ES_01, Section ES_01-1,0,1,0,1,1,0,1,1,3.667,1
13,Unit ES_01, Section ES_01-1,0,3,0,2,2,0,1,1,3.667,1
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,3.667,1
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,3.5,1
13,Unit ES_01, Section ES_01-1,0,2,0,1,2,0,1,1,3.5,1
13,Unit ES_01, Section ES_01-8,0,88,0,47,2,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,21,0,2,1,0,1,0,2.855,0
13,Unit ES_01, Section ES_01-8,0,0,0,3,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,22,0,1,1,0,1,0,2.855,0
13,Unit ES_01, Section ES_01-8,0,0,0,1,0,0,1,0,2.855,0
13,Unit ES_01, Section ES_01-8,0,0,0,2,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,23,0,3,1,0,1,0,2.855,0
13,Unit ES_01, Section ES_01-8,0,0,0,4,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,24,0,0,1,0,0,0,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,2,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,25,0,18,1,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,92,0,49,2,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,3,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,5,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,3,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,4,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,94,0,50,2,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,96,0,51,2,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,4,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,6,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,5,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,6,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,30,0,13,1,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,98,0,52,2,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,1,0,0,0,0,0,0,0,2.855,0
13,Unit ES_01, Section ES_01-8,0,108,0,55,2,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,5,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,7,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,7,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,32,0,2,1,0,1,0,2.855,1
13,Unit ES_01, Section ES_01-8,0,110,0,56,2,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,6,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,9,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,33,0,22,1,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,8,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,35,0,23,1,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,114,0,58,2,0,1,0,2.855,0
13,Unit ES_01, Section ES_01-8,1,0,0,0,0,0,0,0,2.855,0
13,Unit ES_01, Section ES_01-8,0,0,0,7,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,9,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,10,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,36,0,15,1,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,118,0,60,2,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,37,0,24,1,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,120,0,61,2,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,8,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,11,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,11,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,0,0,12,0,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,38,0,16,1,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,122,0,62,2,0,1,1,2.855,1
13,Unit ES_01, Section ES_01-8,0,39,0,25,1,0,1,1,2.855,1
14,Unit ES_02, Section ES_02-1,0,15,0,1,3,0,1,1,74.667,1
14,Unit ES_02, Section ES_02-1,0,0,0,0,0,0,0,1,74.667,1
14,Unit ES_02, Section ES_02-1,0,0,0,0,0,0,0,1,74.667,1
14,Unit ES_02, Section ES_02-6,0,104,0,27,1,0,1,0,40.836,9
14,Unit ES_02, Section ES_02-6,0,0,0,0,0,0,0,0,23.821,7
14,Unit ES_02, Section ES_02-6,0,0,0,0,0,0,0,0,17.015,5
14,Unit ES_02, Section ES_02-6,0,0,0,0,0,0,0,0,13.612,4
14,Unit ES_02, Section ES_02-6,0,0,0,17,0,0,1,0,10.209,3
14,Unit ES_02, Section ES_02-6,0,0,0,0,0,0,0,1,10.209,3
14,Unit ES_02, Section ES_02-6,2,0,0,0,0,0,0,0,6.806,0
14,Unit ES_02, Section ES_02-6,2,0,0,0,0,0,0,0,6.806,0
14,Unit ES_02, Section ES_02-6,0,0,0,0,0,0,0,0,6.806,2
14,Unit ES_02, Section ES_02-1,0,215,0,114,2,0,1,1,6.055,4
14,Unit ES_02, Section ES_02-1,0,229,0,120,2,0,1,0,4.844,4
